psraid,cregion,q1,q2,q45,sex,recage,receduc,racethn2,party,partyln,weight,llweight,cellweight
101080,West,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,4.481481481,20.2,0
101081,West,Approve,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.740740741,1.6,0
101096,West,Approve,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Female,65+,HS grad or less,White~Hisp,Democrat,NA,3.62962963,11.1,0
101100,West,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,Black~Hisp,Democrat,NA,2.777777778,4.9,0
101110,West,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,5.37037037,5.7,0
101112,West,Approve,Not so strongly,Approve,Male,35-44,Coll+,White~Hisp,Democrat,NA,3.666666667,25.9,0
101123,West,Disapprove,Not so strongly,Disapprove,Male,25-34,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3.888888889,27.3,0
101137,West,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,Black~Hisp,Democrat,NA,2.148148148,5.6,0
101144,West,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,2.074074074,4.9,0
101146,West,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.962962963,4.4,0
101147,West,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Democrat,NA,1.481481481,5.4,0
101150,West,Don't know/Refused (VOL.),NA,Approve,Male,45-54,Coll+,White~Hisp,Independent,Democrat,1.703703704,2.9,0
101156,West,Approve,Very strongly,Approve,Male,25-34,Coll+,White~Hisp,Democrat,NA,2.074074074,22.4,0
101160,West,Approve,Very strongly,Approve,Female,65+,HS grad or less,White~Hisp,Democrat,NA,7.37037037,13.7,0
101163,West,Approve,Very strongly,Approve,Female,55-64,Coll+,Other,Democrat,NA,1.925925926,6.1,0
101177,West,Disapprove,Not so strongly,Approve,Male,65+,Coll+,"Hisp, born in US",Democrat,NA,1.074074074,3.8,0
101195,West,Approve,Very strongly,Approve,Male,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.074074074,3.2,0
101197,West,Approve,Not so strongly,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,1.333333333,2.4,0
101207,West,Approve,Very strongly,Don't know/Refused (VOL.),Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,3.296296296,4.1,0
101210,West,Approve,Not so strongly,Approve,Male,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.518518519,4.4,0
101214,West,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.111111111,2.4,0
101217,West,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.740740741,2.9,0
101222,West,Approve,Not so strongly,Approve,Female,55-64,HS grad or less,"Hisp, born outside US",Independent,Democrat,4.148148148,22.9,0
101224,West,Approve,Not so strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1,1.3,0
101229,West,Approve,Not so strongly,Approve,Female,45-54,Coll+,White~Hisp,Democrat,NA,1.185185185,1.3,0
101237,West,Disapprove,Very strongly,Approve,Female,55-64,HS grad or less,White~Hisp,Independent,Republican,2.148148148,2.9,0
101238,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1,1.5,0
101242,West,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,4.222222222,5.5,0
101248,West,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Female,55-64,Some coll/Assoc degree,"Hisp, born in US",Independent,Democrat,1.518518519,5.1,0
101249,West,Approve,Not so strongly,Approve,Male,55-64,Coll+,White~Hisp,Independent,Democrat,1.703703704,3.5,0
101252,West,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Female,45-54,Coll+,White~Hisp,Independent,Democrat,2,2.5,0
101262,West,Don't know/Refused (VOL.),NA,Disapprove,Male,55-64,Coll+,White~Hisp,Other party (VOL.),Other/Don't know/Refused (VOL.),1.444444444,3.2,0
101267,West,Don't know/Refused (VOL.),NA,Disapprove,Male,65+,Coll+,Ref,Independent,Democrat,2.296296296,6.8,0
101276,Midwest,Approve,Very strongly,Approve,Female,65+,Coll+,Ref,Democrat,NA,1,1,0
101290,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,3.074074074,7.3,0
101294,South,Approve,Very strongly,Approve,Female,35-44,HS grad or less,White~Hisp,Democrat,NA,8,22.9,0
101304,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,3.222222222,13.2,0
101307,South,Approve,Very strongly,Approve,Male,65+,Coll+,"Hisp, born in US",Democrat,NA,1.703703704,2.1,0
101310,Midwest,Disapprove,Don't know/Refused (VOL.),Disapprove,Female,65+,HS grad or less,White~Hisp,Independent,Democrat,2,4.7,0
101316,Northeast,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,2.222222222,5.6,0
101317,Northeast,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Republican,NA,1,1.7,0
101319,Northeast,Approve,Very strongly,Approve,Male,18-24,HS grad or less,White~Hisp,Independent,Democrat,6.555555556,27.3,0
101324,Midwest,Approve,Not so strongly,Approve,Female,65+,HS grad or less,White~Hisp,Democrat,NA,2.185185185,4.7,0
101330,Midwest,Disapprove,Very strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Independent,Republican,4.222222222,8.9,0
101344,Northeast,Approve,Very strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,3.962962963,9.1,0
101349,Northeast,Don't know/Refused (VOL.),NA,Approve,Female,55-64,Coll+,White~Hisp,Democrat,NA,2.592592593,3,0
101351,Northeast,Approve,Don't know/Refused (VOL.),Disapprove,Male,35-44,Coll+,Black~Hisp,Independent,Democrat,7.222222222,19.9,0
101353,Midwest,Approve,Very strongly,Approve,Male,55-64,Coll+,Black~Hisp,Democrat,NA,2.074074074,8,0
101364,South,Approve,Very strongly,Approve,Female,45-54,Some coll/Assoc degree,Black~Hisp,Democrat,NA,3.111111111,8.7,0
101380,South,Approve,Very strongly,Approve,Female,45-54,Coll+,"Hisp, born outside US",No preference (VOL.),Democrat,4.814814815,22.6,0
101387,South,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.814814815,3,0
101388,South,Approve,Don't know/Refused (VOL.),Approve,Male,55-64,Some coll/Assoc degree,White~Hisp,Independent,Democrat,2.777777778,13.3,0
101389,Northeast,Approve,Not so strongly,Approve,Male,35-44,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),2.925925926,14.2,0
101391,Northeast,Approve,Don't know/Refused (VOL.),Approve,Female,DK/Ref,HS grad or less,Black~Hisp,Democrat,NA,2.407407407,5.3,0
101408,Northeast,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,"Hisp, born in US",Democrat,NA,5,25.5,0
101411,South,Disapprove,Very strongly,Don't know/Refused (VOL.),Female,65+,Some coll/Assoc degree,White~Hisp,No preference (VOL.),Republican,1.074074074,1,0
101415,Northeast,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,5.444444444,7.3,0
101420,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Democrat,1.111111111,2.4,0
101423,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.666666667,2.5,0
101440,Northeast,Approve,Not so strongly,Disapprove,Male,25-34,Coll+,Black~Hisp,Democrat,NA,2.740740741,7.9,0
101444,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3.111111111,9.3,0
101448,Midwest,Disapprove,Not so strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Democrat,NA,4.407407407,15.2,0
101450,Northeast,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Independent,Republican,3.407407407,5.5,0
101452,South,Disapprove,Very strongly,Disapprove,Male,DK/Ref,HS grad or less,White~Hisp,Democrat,NA,1.962962963,3,0
101453,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.703703704,6.4,0
101464,South,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,3,3.4,0
101471,Midwest,Approve,Not so strongly,Disapprove,Male,55-64,HS grad or less,White~Hisp,Democrat,NA,4.333333333,7.3,0
101477,Northeast,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.592592593,3.6,0
101481,South,Approve,Not so strongly,Approve,Male,45-54,Coll+,White~Hisp,Democrat,NA,2.296296296,6.2,0
101488,Northeast,Disapprove,Very strongly,Approve,Male,18-24,HS grad or less,Other,Independent,Democrat,8.037037037,27.3,0
101493,South,Disapprove,Not so strongly,Approve,Female,45-54,Coll+,White~Hisp,Independent,Democrat,1.851851852,4,0
101495,Northeast,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Republican,NA,4.851851852,27.3,0
101502,Northeast,Approve,Very strongly,Approve,Male,65+,HS grad or less,White~Hisp,Democrat,NA,5.296296296,5.6,0
101507,Northeast,Disapprove,Very strongly,Approve,Male,65+,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1.185185185,2.4,0
101510,South,Approve,Don't know/Refused (VOL.),Approve,Female,55-64,HS grad or less,White~Hisp,Democrat,NA,3.37037037,9.9,0
101512,South,Disapprove,Very strongly,Disapprove,Female,35-44,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3.407407407,7.9,0
101516,South,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3.814814815,12.3,0
101519,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1,1.2,0
101522,South,Approve,Not so strongly,Disapprove,Female,25-34,Some coll/Assoc degree,"Hisp, born in US",Republican,NA,8.296296296,27.3,0
101529,West,Approve,Very strongly,Approve,Male,65+,HS grad or less,White~Hisp,Democrat,NA,4.111111111,7,0
101532,Midwest,Disapprove,Not so strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Democrat,NA,3.259259259,17.6,0
101534,South,Approve,Very strongly,Approve,Male,45-54,Coll+,Black~Hisp,Independent,Other/Don't know/Refused (VOL.),1.851851852,8.5,0
101538,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,Other,Republican,NA,1.62962963,3.3,0
101540,Northeast,Disapprove,Not so strongly,Don't know/Refused (VOL.),Male,65+,Coll+,White~Hisp,Independent,Republican,1.185185185,1.7,0
101541,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Republican,1.259259259,3.3,0
101545,South,Approve,Don't know/Refused (VOL.),Approve,Female,65+,HS grad or less,White~Hisp,Democrat,NA,2.037037037,4.8,0
101551,Northeast,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.37037037,1.3,0
101561,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,1.740740741,3.2,0
101568,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,1.037037037,2.4,0
101569,Northeast,Don't know/Refused (VOL.),NA,Approve,Male,55-64,HS grad or less,"Hisp, born in US",Independent,Democrat,8.296296296,17.1,0
101577,Midwest,Don't know/Refused (VOL.),NA,Don't know/Refused (VOL.),Female,55-64,HS grad or less,White~Hisp,Democrat,NA,3.37037037,7.5,0
101579,South,Disapprove,Not so strongly,Don't know/Refused (VOL.),Female,65+,HS grad or less,White~Hisp,Democrat,NA,2.703703704,6.4,0
101580,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Republican,NA,1.518518519,5.8,0
101582,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Independent,Republican,1.851851852,5.2,0
101583,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,Other,Independent,Republican,3,11,0
101586,South,Approve,Very strongly,Approve,Male,DK/Ref,Coll+,Ref,Democrat,NA,1.148148148,2.6,0
101589,Midwest,Disapprove,Very strongly,Disapprove,Male,DK/Ref,Some coll/Assoc degree,White~Hisp,Republican,NA,1,1.5,0
101592,Northeast,Approve,Not so strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,No preference (VOL.),Republican,3.555555556,3.6,0
101597,South,Disapprove,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.37037037,11.6,0
101607,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,2.4,0
101610,Midwest,Approve,Very strongly,Approve,Female,35-44,Coll+,Black~Hisp,Democrat,NA,2.888888889,11.1,0
101615,Midwest,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,Black~Hisp,Democrat,NA,4,11.7,0
101628,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Independent,Republican,1.851851852,5.2,0
101629,Midwest,Approve,Not so strongly,Approve,Female,65+,Coll+,Other,Democrat,NA,1.222222222,2,0
101630,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1.962962963,4.1,0
101635,Northeast,Approve,Very strongly,Approve,Male,35-44,HS grad or less,Other,Independent,Democrat,2.259259259,7.2,0
101640,Northeast,Approve,Don't know/Refused (VOL.),Approve,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,6.111111111,21.1,0
101645,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3,9,0
101650,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Independent,Republican,2.37037037,5.1,0
101652,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Independent,Republican,1.111111111,1.7,0
101654,Midwest,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.037037037,4,0
101663,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1.222222222,3.6,0
101664,Midwest,Approve,Very strongly,Approve,Female,18-24,Some coll/Assoc degree,Other,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),3.851851852,27.3,0
101666,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,Republican,NA,2.518518519,8.2,0
101667,Midwest,Approve,Very strongly,Approve,Male,65+,HS grad or less,White~Hisp,Democrat,NA,2.148148148,7.2,0
101669,Midwest,Disapprove,Don't know/Refused (VOL.),Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,2.222222222,2.4,0
101673,Midwest,Approve,Very strongly,Don't know/Refused (VOL.),Female,65+,Coll+,White~Hisp,Democrat,NA,1,2.4,0
101674,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.37037037,1.6,0
101689,West,Don't know/Refused (VOL.),NA,Disapprove,Male,18-24,Some coll/Assoc degree,"Hisp, born in US",Independent,Other/Don't know/Refused (VOL.),5.296296296,25.9,0
101703,Northeast,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Republican,NA,5.222222222,17.1,0
101707,Midwest,Approve,Very strongly,Approve,Female,65+,Coll+,White~Hisp,Democrat,NA,1,2.4,0
101713,Midwest,Approve,Very strongly,Approve,Male,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.074074074,2.1,0
101724,Northeast,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,Black~Hisp,Democrat,NA,2.259259259,4.8,0
101725,Northeast,Approve,Very strongly,Approve,Female,DK/Ref,Coll+,White~Hisp,Independent,Democrat,1.518518519,2.4,0
101726,West,Approve,Not so strongly,Approve,Female,65+,HS grad or less,White~Hisp,No preference (VOL.),Other/Don't know/Refused (VOL.),3.62962963,11.1,0
101733,West,Approve,Not so strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,2.740740741,4.8,0
101734,Midwest,Approve,Not so strongly,Approve,Male,25-34,HS grad or less,Other,Democrat,NA,2.703703704,21.9,0
101737,South,Don't know/Refused (VOL.),NA,Approve,Female,65+,HS grad or less,White~Hisp,Independent,Democrat,2.111111111,3.5,0
101739,West,Approve,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Democrat,NA,2.777777778,9.6,0
101743,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,"Hisp, born in US",No preference (VOL.),Other/Don't know/Refused (VOL.),1.666666667,2.8,0
101744,West,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1,1,0
101747,West,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.185185185,1.2,0
101751,South,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Republican,NA,1.666666667,4,0
101759,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Don't know/Refused (VOL.),Other/Don't know/Refused (VOL.),2.185185185,4.8,0
101764,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,1.1,0
101775,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,"Hisp, born outside US",Republican,NA,4.444444444,19.9,0
101780,Midwest,Approve,Very strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Democrat,NA,8.148148148,25,0
101785,South,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.777777778,10.1,0
101803,South,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,5.074074074,26,0
101811,South,Approve,Very strongly,Disapprove,Male,45-54,Some coll/Assoc degree,White~Hisp,Independent,Democrat,2.814814815,9.9,0
101813,South,Don't know/Refused (VOL.),NA,Approve,Male,65+,HS grad or less,White~Hisp,Democrat,NA,1.62962963,4.1,0
101819,Midwest,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,1.259259259,3.2,0
101824,South,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Republican,NA,2,3.7,0
101825,South,Disapprove,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,No preference (VOL.),Republican,1.925925926,5.9,0
101827,Northeast,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Republican,3.259259259,27.3,0
101833,South,Disapprove,Very strongly,Disapprove,Female,35-44,HS grad or less,"Hisp, born in US",Republican,NA,5.703703704,27.3,0
101841,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Independent,Republican,1.296296296,1.2,0
101843,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.888888889,4.7,0
101844,South,Disapprove,Not so strongly,Approve,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1.481481481,3.4,0
101849,South,Approve,Very strongly,Approve,Female,DK/Ref,Coll+,Black~Hisp,Democrat,NA,1.814814815,6.1,0
101852,Midwest,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Republican,NA,1.925925926,7.9,0
101854,South,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.222222222,5.2,0
101858,Northeast,Approve,Very strongly,Approve,Male,65+,Coll+,Other,Democrat,NA,1.925925926,2.4,0
101859,South,Approve,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Female,45-54,HS grad or less,White~Hisp,Democrat,NA,2.925925926,6.2,0
101863,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Democrat,NA,1,1.7,0
101864,Northeast,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.703703704,3.5,0
101865,South,Disapprove,Very strongly,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1,2.4,0
101866,West,Disapprove,Not so strongly,Approve,Female,45-54,HS grad or less,"Hisp, born in US",Democrat,NA,5.148148148,8,0
